instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
12267,2012-05-31,Summer,1,5,7,0,4,1,Clear,0.6,0.6061,0.64,0.2836,18,489,507,Morning Peak
12268,2012-05-31,Summer,1,5,8,0,4,1,Clear,0.62,0.6212,0.57,0.2537,18,675,693,Morning Peak
12269,2012-05-31,Summer,1,5,9,0,4,1,Clear,0.66,0.6212,0.47,0.2537,47,264,311,Morning Peak
12270,2012-05-31,Summer,1,5,10,0,4,1,Clear,0.7,0.6364,0.39,0.3881,65,155,220,Morning Peak
12271,2012-05-31,Summer,1,5,11,0,4,1,Clear,0.72,0.6515,0.37,0.2836,65,153,218,Mid-day
12272,2012-05-31,Summer,1,5,12,0,4,1,Clear,0.72,0.6515,0.37,0.194,62,230,292,Mid-day
12273,2012-05-31,Summer,1,5,13,0,4,1,Clear,0.74,0.6515,0.35,0.1343,77,216,293,Mid-day
12274,2012-05-31,Summer,1,5,14,0,4,1,Clear,0.76,0.6667,0.31,0.194,61,193,254,Mid-day
12275,2012-05-31,Summer,1,5,15,0,4,1,Clear,0.76,0.6667,0.33,0.2985,81,209,290,Mid-day
12276,2012-05-31,Summer,1,5,16,0,4,1,Clear,0.76,0.6667,0.33,0.2836,103,384,487,Evening Peak
12277,2012-05-31,Summer,1,5,17,0,4,1,Clear,0.76,0.6667,0.31,0.1642,85,742,827,Evening Peak
12278,2012-05-31,Summer,1,5,18,0,4,1,Clear,0.74,0.6515,0.3,0.194,85,700,785,Evening Peak
12279,2012-05-31,Summer,1,5,19,0,4,1,Clear,0.72,0.6515,0.34,0.1642,104,487,591,Evening Peak
12280,2012-05-31,Summer,1,5,20,0,4,1,Clear,0.68,0.6364,0.44,0.1642,88,391,479,Evening Peak
12281,2012-05-31,Summer,1,5,21,0,4,1,Clear,0.68,0.6364,0.44,0.1642,41,318,359,Off-peak/Night
12282,2012-05-31,Summer,1,5,22,0,4,1,Clear,0.66,0.6212,0.5,0.1642,43,221,264,Off-peak/Night
12283,2012-05-31,Summer,1,5,23,0,4,1,Clear,0.66,0.6212,0.54,0.2239,26,114,140,Off-peak/Night
12284,2012-06-01,Summer,1,6,0,0,5,1,Clear,0.66,0.6212,0.5,0.2537,10,76,86,Off-peak/Night
12285,2012-06-01,Summer,1,6,1,0,5,1,Clear,0.64,0.6212,0.53,0.2239,0,34,34,Off-peak/Night
12286,2012-06-01,Summer,1,6,2,0,5,1,Clear,0.64,0.6212,0.57,0.2239,3,13,16,Off-peak/Night
12287,2012-06-01,Summer,1,6,3,0,5,1,Cloudy,0.62,0.5909,0.73,0.0896,0,4,4,Off-peak/Night
12288,2012-06-01,Summer,1,6,4,0,5,1,Cloudy,0.62,0.5909,0.73,0.0896,1,5,6,Off-peak/Night
12289,2012-06-01,Summer,1,6,5,0,5,1,Cloudy,0.62,0.5909,0.78,0.0896,4,41,45,Off-peak/Night
12290,2012-06-01,Summer,1,6,6,0,5,1,Light Rain/Snow,0.62,0.5606,0.88,0.1343,5,136,141,Morning Peak
12291,2012-06-01,Summer,1,6,7,0,5,1,Cloudy,0.64,0.5758,0.89,0.194,33,369,402,Morning Peak
12292,2012-06-01,Summer,1,6,8,0,5,1,Cloudy,0.64,0.5758,0.89,0.194,19,675,694,Morning Peak
12293,2012-06-01,Summer,1,6,9,0,5,1,Cloudy,0.64,0.5758,0.83,0.2239,24,274,298,Morning Peak
12294,2012-06-01,Summer,1,6,10,0,5,1,Cloudy,0.66,0.6061,0.78,0.2836,49,155,204,Morning Peak
12295,2012-06-01,Summer,1,6,11,0,5,1,Cloudy,0.7,0.6667,0.74,0.2836,42,193,235,Mid-day
12296,2012-06-01,Summer,1,6,12,0,5,1,Cloudy,0.7,0.6667,0.74,0.3582,72,238,310,Mid-day
12297,2012-06-01,Summer,1,6,13,0,5,1,Clear,0.72,0.6818,0.7,0.2985,76,240,316,Mid-day
12298,2012-06-01,Summer,1,6,14,0,5,1,Light Rain/Snow,0.72,0.6818,0.66,0.2836,55,199,254,Mid-day
12299,2012-06-01,Summer,1,6,15,0,5,1,Light Rain/Snow,0.72,0.6818,0.66,0.2836,45,213,258,Mid-day
12300,2012-06-01,Summer,1,6,16,0,5,1,Light Rain/Snow,0.74,0.6818,0.58,0.4478,36,186,222,Evening Peak
12301,2012-06-01,Summer,1,6,17,0,5,1,Light Rain/Snow,0.7,0.6515,0.7,0.2537,25,202,227,Evening Peak
12302,2012-06-01,Summer,1,6,18,0,5,1,Light Rain/Snow,0.62,0.5606,0.88,0.3582,10,100,110,Evening Peak
12303,2012-06-01,Summer,1,6,19,0,5,1,Light Rain/Snow,0.62,0.5606,0.88,0.3582,4,41,45,Evening Peak
12304,2012-06-01,Summer,1,6,20,0,5,1,Light Rain/Snow,0.62,0.5455,0.94,0.2537,1,38,39,Evening Peak
12305,2012-06-01,Summer,1,6,21,0,5,1,Light Rain/Snow,0.64,0.5909,0.78,0.2537,12,73,85,Off-peak/Night
12306,2012-06-01,Summer,1,6,22,0,5,1,Light Rain/Snow,0.6,0.5455,0.88,0.1343,1,22,23,Off-peak/Night
12307,2012-06-01,Summer,1,6,23,0,5,1,Light Rain/Snow,0.6,0.5455,0.88,0.1343,6,67,73,Off-peak/Night
12308,2012-06-02,Summer,1,6,0,0,6,0,Cloudy,0.56,0.5303,0.83,0.1343,5,81,86,Off-peak/Night
12309,2012-06-02,Summer,1,6,1,0,6,0,Cloudy,0.56,0.5303,0.83,0.1045,15,61,76,Off-peak/Night
12310,2012-06-02,Summer,1,6,2,0,6,0,Cloudy,0.54,0.5152,0.88,0.0,3,38,41,Off-peak/Night
12311,2012-06-02,Summer,1,6,3,0,6,0,Clear,0.56,0.5303,0.73,0.2537,8,18,26,Off-peak/Night
12312,2012-06-02,Summer,1,6,4,0,6,0,Clear,0.54,0.5152,0.68,0.2836,2,11,13,Off-peak/Night
12313,2012-06-02,Summer,1,6,5,0,6,0,Clear,0.5,0.4848,0.72,0.194,1,11,12,Off-peak/Night
12314,2012-06-02,Summer,1,6,6,0,6,0,Cloudy,0.5,0.4848,0.77,0.194,5,31,36,Morning Peak
12315,2012-06-02,Summer,1,6,7,0,6,0,Clear,0.52,0.5,0.72,0.1045,9,77,86,Morning Peak
12316,2012-06-02,Summer,1,6,8,0,6,0,Clear,0.54,0.5152,0.64,0.1642,30,180,210,Morning Peak
12317,2012-06-02,Summer,1,6,9,0,6,0,Clear,0.56,0.5303,0.6,0.2537,89,243,332,Morning Peak
12318,2012-06-02,Summer,1,6,10,0,6,0,Clear,0.6,0.6212,0.53,0.2985,145,348,493,Morning Peak
12319,2012-06-02,Summer,1,6,11,0,6,0,Clear,0.58,0.5455,0.46,0.2836,179,357,536,Mid-day
12320,2012-06-02,Summer,1,6,12,0,6,0,Clear,0.62,0.6212,0.43,0.3582,250,418,668,Mid-day
12321,2012-06-02,Summer,1,6,13,0,6,0,Clear,0.62,0.6212,0.41,0.2537,279,400,679,Mid-day
12322,2012-06-02,Summer,1,6,14,0,6,0,Clear,0.64,0.6212,0.38,0.2985,259,388,647,Mid-day
12323,2012-06-02,Summer,1,6,15,0,6,0,Clear,0.64,0.6212,0.38,0.2537,297,405,702,Mid-day
12324,2012-06-02,Summer,1,6,16,0,6,0,Clear,0.64,0.6212,0.38,0.2537,275,369,644,Evening Peak
12325,2012-06-02,Summer,1,6,17,0,6,0,Clear,0.64,0.6212,0.36,0.0,248,338,586,Evening Peak
12326,2012-06-02,Summer,1,6,18,0,6,0,Clear,0.64,0.6212,0.36,0.0,171,341,512,Evening Peak
12327,2012-06-02,Summer,1,6,19,0,6,0,Clear,0.64,0.6212,0.36,0.1642,185,369,554,Evening Peak
12328,2012-06-02,Summer,1,6,20,0,6,0,Clear,0.62,0.6212,0.35,0.2836,139,260,399,Evening Peak
12329,2012-06-02,Summer,1,6,21,0,6,0,Clear,0.6,0.6212,0.4,0.1045,96,220,316,Off-peak/Night
12330,2012-06-02,Summer,1,6,22,0,6,0,Clear,0.58,0.5455,0.46,0.1343,52,176,228,Off-peak/Night
12331,2012-06-02,Summer,1,6,23,0,6,0,Clear,0.56,0.5303,0.52,0.1045,53,185,238,Off-peak/Night
12332,2012-06-03,Summer,1,6,0,0,0,0,Clear,0.54,0.5152,0.6,0.1642,27,142,169,Off-peak/Night
12333,2012-06-03,Summer,1,6,1,0,0,0,Clear,0.54,0.5152,0.56,0.1343,21,100,121,Off-peak/Night
12334,2012-06-03,Summer,1,6,2,0,0,0,Clear,0.52,0.5,0.59,0.1045,22,67,89,Off-peak/Night
12335,2012-06-03,Summer,1,6,3,0,0,0,Clear,0.52,0.5,0.63,0.1045,16,34,50,Off-peak/Night
12336,2012-06-03,Summer,1,6,4,0,0,0,Clear,0.5,0.4848,0.72,0.0896,1,12,13,Off-peak/Night
12337,2012-06-03,Summer,1,6,5,0,0,0,Clear,0.5,0.4848,0.68,0.0,1,11,12,Off-peak/Night
12338,2012-06-03,Summer,1,6,6,0,0,0,Clear,0.46,0.4545,0.82,0.1045,6,16,22,Morning Peak
12339,2012-06-03,Summer,1,6,7,0,0,0,Clear,0.5,0.4848,0.68,0.1045,6,29,35,Morning Peak
12340,2012-06-03,Summer,1,6,8,0,0,0,Clear,0.54,0.5152,0.6,0.0896,30,110,140,Morning Peak
12341,2012-06-03,Summer,1,6,9,0,0,0,Clear,0.6,0.6212,0.46,0.194,70,230,300,Morning Peak
12342,2012-06-03,Summer,1,6,10,0,0,0,Clear,0.62,0.6212,0.43,0.2239,127,277,404,Morning Peak
12343,2012-06-03,Summer,1,6,11,0,0,0,Clear,0.64,0.6212,0.41,0.2537,199,312,511,Mid-day
12344,2012-06-03,Summer,1,6,12,0,0,0,Clear,0.66,0.6212,0.39,0.2985,276,408,684,Mid-day
12345,2012-06-03,Summer,1,6,13,0,0,0,Clear,0.68,0.6364,0.36,0.2836,265,421,686,Mid-day
12346,2012-06-03,Summer,1,6,14,0,0,0,Clear,0.68,0.6364,0.36,0.3284,267,411,678,Mid-day
12347,2012-06-03,Summer,1,6,15,0,0,0,Clear,0.7,0.6364,0.34,0.0,236,408,644,Mid-day
12348,2012-06-03,Summer,1,6,16,0,0,0,Clear,0.7,0.6364,0.34,0.2985,226,436,662,Evening Peak
12349,2012-06-03,Summer,1,6,17,0,0,0,Clear,0.7,0.6364,0.34,0.2537,192,386,578,Evening Peak
12350,2012-06-03,Summer,1,6,18,0,0,0,Clear,0.7,0.6364,0.34,0.2537,153,343,496,Evening Peak
12351,2012-06-03,Summer,1,6,19,0,0,0,Clear,0.68,0.6364,0.34,0.2836,116,337,453,Evening Peak
12352,2012-06-03,Summer,1,6,20,0,0,0,Clear,0.66,0.6212,0.39,0.194,84,230,314,Evening Peak
12353,2012-06-03,Summer,1,6,21,0,0,0,Clear,0.62,0.6212,0.43,0.1642,66,180,246,Off-peak/Night
12354,2012-06-03,Summer,1,6,22,0,0,0,Clear,0.62,0.6212,0.5,0.3881,61,165,226,Off-peak/Night
12355,2012-06-03,Summer,1,6,23,0,0,0,Clear,0.58,0.5455,0.53,0.1045,26,82,108,Off-peak/Night
12356,2012-06-04,Summer,1,6,0,0,1,1,Clear,0.58,0.5455,0.53,0.0,11,38,49,Off-peak/Night
12357,2012-06-04,Summer,1,6,1,0,1,1,Light Rain/Snow,0.56,0.5303,0.6,0.1642,4,10,14,Off-peak/Night
12358,2012-06-04,Summer,1,6,2,0,1,1,Clear,0.56,0.5303,0.6,0.2239,1,10,11,Off-peak/Night
12359,2012-06-04,Summer,1,6,3,0,1,1,Cloudy,0.56,0.5303,0.6,0.1642,0,5,5,Off-peak/Night
12360,2012-06-04,Summer,1,6,4,0,1,1,Clear,0.54,0.5152,0.64,0.0896,2,6,8,Off-peak/Night
12361,2012-06-04,Summer,1,6,5,0,1,1,Clear,0.52,0.5,0.68,0.0,2,33,35,Off-peak/Night
12362,2012-06-04,Summer,1,6,6,0,1,1,Clear,0.52,0.5,0.68,0.0,4,135,139,Morning Peak
12363,2012-06-04,Summer,1,6,7,0,1,1,Clear,0.56,0.5303,0.6,0.2239,13,504,517,Morning Peak
12364,2012-06-04,Summer,1,6,8,0,1,1,Clear,0.6,0.6212,0.49,0.2239,22,643,665,Morning Peak
12365,2012-06-04,Summer,1,6,9,0,1,1,Clear,0.62,0.6212,0.43,0.2836,38,244,282,Morning Peak
12366,2012-06-04,Summer,1,6,10,0,1,1,Clear,0.64,0.6212,0.41,0.4627,67,120,187,Morning Peak
12367,2012-06-04,Summer,1,6,11,0,1,1,Clear,0.64,0.6212,0.38,0.4925,71,168,239,Mid-day
12368,2012-06-04,Summer,1,6,12,0,1,1,Clear,0.64,0.6212,0.41,0.4478,62,220,282,Mid-day
12369,2012-06-04,Summer,1,6,13,0,1,1,Clear,0.64,0.6212,0.41,0.3582,85,189,274,Mid-day
12370,2012-06-04,Summer,1,6,14,0,1,1,Clear,0.62,0.6212,0.41,0.4925,84,186,270,Mid-day
12371,2012-06-04,Summer,1,6,15,0,1,1,Clear,0.66,0.6212,0.39,0.2985,77,215,292,Mid-day
12372,2012-06-04,Summer,1,6,16,0,1,1,Clear,0.66,0.6212,0.39,0.4627,73,375,448,Evening Peak
12373,2012-06-04,Summer,1,6,17,0,1,1,Clear,0.64,0.6212,0.38,0.4478,101,733,834,Evening Peak
12374,2012-06-04,Summer,1,6,18,0,1,1,Clear,0.64,0.6212,0.38,0.3881,103,719,822,Evening Peak
12375,2012-06-04,Summer,1,6,19,0,1,1,Clear,0.62,0.6212,0.38,0.4179,91,554,645,Evening Peak
12376,2012-06-04,Summer,1,6,20,0,1,1,Clear,0.6,0.6212,0.4,0.3582,71,390,461,Evening Peak
12377,2012-06-04,Summer,1,6,21,0,1,1,Clear,0.58,0.5455,0.49,0.2537,40,225,265,Off-peak/Night
12378,2012-06-04,Summer,1,6,22,0,1,1,Clear,0.56,0.5303,0.52,0.2836,41,127,168,Off-peak/Night
12379,2012-06-04,Summer,1,6,23,0,1,1,Clear,0.58,0.5455,0.49,0.2985,8,78,86,Off-peak/Night
12380,2012-06-05,Summer,1,6,0,0,2,1,Clear,0.54,0.5152,0.68,0.4179,6,28,34,Off-peak/Night
12381,2012-06-05,Summer,1,6,1,0,2,1,Cloudy,0.52,0.5,0.77,0.3284,2,18,20,Off-peak/Night
12382,2012-06-05,Summer,1,6,2,0,2,1,Light Rain/Snow,0.52,0.5,0.72,0.2985,0,8,8,Off-peak/Night
12383,2012-06-05,Summer,1,6,3,0,2,1,Light Rain/Snow,0.5,0.4848,0.82,0.194,0,5,5,Off-peak/Night
12384,2012-06-05,Summer,1,6,4,0,2,1,Light Rain/Snow,0.5,0.4848,0.82,0.194,1,4,5,Off-peak/Night
12385,2012-06-05,Summer,1,6,5,0,2,1,Light Rain/Snow,0.48,0.4697,0.82,0.1642,1,35,36,Off-peak/Night
12386,2012-06-05,Summer,1,6,6,0,2,1,Clear,0.48,0.4697,0.82,0.2537,7,177,184,Morning Peak
12387,2012-06-05,Summer,1,6,7,0,2,1,Clear,0.48,0.4697,0.77,0.2985,29,540,569,Morning Peak
12388,2012-06-05,Summer,1,6,8,0,2,1,Cloudy,0.48,0.4697,0.77,0.2239,30,680,710,Morning Peak
12389,2012-06-05,Summer,1,6,9,0,2,1,Cloudy,0.52,0.5,0.72,0.2537,50,285,335,Morning Peak
12390,2012-06-05,Summer,1,6,10,0,2,1,Cloudy,0.52,0.5,0.63,0.2985,58,118,176,Morning Peak
12391,2012-06-05,Summer,1,6,11,0,2,1,Cloudy,0.56,0.5303,0.56,0.194,65,162,227,Mid-day
12392,2012-06-05,Summer,1,6,12,0,2,1,Cloudy,0.54,0.5152,0.56,0.2239,45,202,247,Mid-day
12393,2012-06-05,Summer,1,6,13,0,2,1,Cloudy,0.6,0.6212,0.46,0.1642,66,201,267,Mid-day
12394,2012-06-05,Summer,1,6,14,0,2,1,Cloudy,0.58,0.5455,0.46,0.1642,82,194,276,Mid-day
12395,2012-06-05,Summer,1,6,15,0,2,1,Cloudy,0.58,0.5455,0.46,0.1343,54,218,272,Mid-day
12396,2012-06-05,Summer,1,6,16,0,2,1,Clear,0.6,0.6212,0.43,0.194,91,382,473,Evening Peak
12397,2012-06-05,Summer,1,6,17,0,2,1,Clear,0.6,0.6212,0.43,0.0,86,764,850,Evening Peak
12398,2012-06-05,Summer,1,6,18,0,2,1,Clear,0.6,0.6212,0.43,0.194,111,679,790,Evening Peak
12399,2012-06-05,Summer,1,6,19,0,2,1,Clear,0.58,0.5455,0.46,0.2537,68,445,513,Evening Peak
12400,2012-06-05,Summer,1,6,20,0,2,1,Clear,0.56,0.5303,0.49,0.2239,44,371,415,Evening Peak
12401,2012-06-05,Summer,1,6,21,0,2,1,Clear,0.54,0.5152,0.56,0.1642,30,253,283,Off-peak/Night
12402,2012-06-05,Summer,1,6,22,0,2,1,Clear,0.56,0.5303,0.52,0.1045,22,171,193,Off-peak/Night
12403,2012-06-05,Summer,1,6,23,0,2,1,Clear,0.54,0.5152,0.56,0.0896,20,93,113,Off-peak/Night
12404,2012-06-06,Summer,1,6,0,0,3,1,Clear,0.52,0.5,0.59,0.0896,3,46,49,Off-peak/Night
12405,2012-06-06,Summer,1,6,1,0,3,1,Clear,0.52,0.5,0.68,0.0,6,21,27,Off-peak/Night
12406,2012-06-06,Summer,1,6,2,0,3,1,Clear,0.5,0.4848,0.68,0.0,4,7,11,Off-peak/Night
12407,2012-06-06,Summer,1,6,3,0,3,1,Clear,0.46,0.4545,0.82,0.0,0,8,8,Off-peak/Night
12408,2012-06-06,Summer,1,6,4,0,3,1,Clear,0.46,0.4545,0.82,0.1045,3,7,10,Off-peak/Night
12409,2012-06-06,Summer,1,6,5,0,3,1,Clear,0.48,0.4697,0.77,0.0,1,37,38,Off-peak/Night
12410,2012-06-06,Summer,1,6,6,0,3,1,Clear,0.48,0.4697,0.77,0.0,7,165,172,Morning Peak
12411,2012-06-06,Summer,1,6,7,0,3,1,Clear,0.5,0.4848,0.72,0.0,16,531,547,Morning Peak
12412,2012-06-06,Summer,1,6,8,0,3,1,Clear,0.54,0.5152,0.68,0.0,31,637,668,Morning Peak
12413,2012-06-06,Summer,1,6,9,0,3,1,Clear,0.56,0.5303,0.6,0.0896,35,268,303,Morning Peak
12414,2012-06-06,Summer,1,6,10,0,3,1,Clear,0.6,0.6212,0.46,0.0896,55,148,203,Morning Peak
12415,2012-06-06,Summer,1,6,11,0,3,1,Clear,0.62,0.6212,0.43,0.0896,65,161,226,Mid-day
12416,2012-06-06,Summer,1,6,12,0,3,1,Clear,0.62,0.6212,0.38,0.0,80,235,315,Mid-day
12417,2012-06-06,Summer,1,6,13,0,3,1,Clear,0.62,0.6212,0.41,0.0896,73,230,303,Mid-day
12418,2012-06-06,Summer,1,6,14,0,3,1,Clear,0.64,0.6212,0.38,0.0,111,191,302,Mid-day
12419,2012-06-06,Summer,1,6,15,0,3,1,Clear,0.64,0.6212,0.38,0.0,75,225,300,Mid-day
12420,2012-06-06,Summer,1,6,16,0,3,1,Clear,0.64,0.6212,0.41,0.1343,107,345,452,Evening Peak
12421,2012-06-06,Summer,1,6,17,0,3,1,Clear,0.62,0.6212,0.43,0.1343,72,652,724,Evening Peak
12422,2012-06-06,Summer,1,6,18,0,3,1,Light Rain/Snow,0.6,0.6212,0.53,0.194,94,688,782,Evening Peak
12423,2012-06-06,Summer,1,6,19,0,3,1,Clear,0.56,0.5303,0.73,0.2985,52,486,538,Evening Peak
12424,2012-06-06,Summer,1,6,20,0,3,1,Clear,0.54,0.5152,0.73,0.2836,59,349,408,Evening Peak
12425,2012-06-06,Summer,1,6,21,0,3,1,Clear,0.54,0.5152,0.73,0.1642,38,260,298,Off-peak/Night
12426,2012-06-06,Summer,1,6,22,0,3,1,Clear,0.52,0.5,0.77,0.0896,27,221,248,Off-peak/Night
12427,2012-06-06,Summer,1,6,23,0,3,1,Clear,0.52,0.5,0.77,0.0,13,110,123,Off-peak/Night
12428,2012-06-07,Summer,1,6,0,0,4,1,Clear,0.52,0.5,0.77,0.1343,9,50,59,Off-peak/Night
12429,2012-06-07,Summer,1,6,1,0,4,1,Clear,0.52,0.5,0.77,0.1642,5,17,22,Off-peak/Night
12430,2012-06-07,Summer,1,6,2,0,4,1,Clear,0.52,0.5,0.77,0.0896,0,12,12,Off-peak/Night
12431,2012-06-07,Summer,1,6,3,0,4,1,Clear,0.5,0.4848,0.77,0.1045,0,5,5,Off-peak/Night
12432,2012-06-07,Summer,1,6,4,0,4,1,Clear,0.46,0.4545,0.88,0.1045,0,6,6,Off-peak/Night
12433,2012-06-07,Summer,1,6,5,0,4,1,Clear,0.48,0.4697,0.82,0.0896,0,34,34,Off-peak/Night
12434,2012-06-07,Summer,1,6,6,0,4,1,Clear,0.46,0.4545,0.88,0.1045,5,165,170,Morning Peak
12435,2012-06-07,Summer,1,6,7,0,4,1,Clear,0.5,0.4848,0.82,0.1642,20,506,526,Morning Peak
12436,2012-06-07,Summer,1,6,8,0,4,1,Clear,0.52,0.5,0.77,0.0,20,661,681,Morning Peak
12437,2012-06-07,Summer,1,6,9,0,4,1,Clear,0.58,0.5455,0.68,0.0,37,300,337,Morning Peak
12438,2012-06-07,Summer,1,6,10,0,4,1,Clear,0.6,0.6061,0.64,0.0896,56,154,210,Morning Peak
12439,2012-06-07,Summer,1,6,11,0,4,1,Clear,0.66,0.6212,0.47,0.2239,67,170,237,Mid-day
12440,2012-06-07,Summer,1,6,12,0,4,1,Clear,0.7,0.6364,0.42,0.0,62,274,336,Mid-day
12441,2012-06-07,Summer,1,6,13,0,4,1,Clear,0.7,0.6364,0.37,0.2836,65,250,315,Mid-day
12442,2012-06-07,Summer,1,6,14,0,4,1,Clear,0.72,0.6515,0.37,0.2537,67,198,265,Mid-day
12443,2012-06-07,Summer,1,6,15,0,4,1,Clear,0.74,0.6515,0.3,0.0,99,234,333,Mid-day
12444,2012-06-07,Summer,1,6,16,0,4,1,Clear,0.72,0.6515,0.34,0.2239,77,389,466,Evening Peak
12445,2012-06-07,Summer,1,6,17,0,4,1,Clear,0.72,0.6515,0.34,0.2537,91,778,869,Evening Peak
12446,2012-06-07,Summer,1,6,18,0,4,1,Clear,0.7,0.6364,0.34,0.2836,110,703,813,Evening Peak
12447,2012-06-07,Summer,1,6,19,0,4,1,Clear,0.7,0.6364,0.34,0.2836,65,537,602,Evening Peak
12448,2012-06-07,Summer,1,6,20,0,4,1,Clear,0.66,0.6212,0.36,0.2985,76,402,478,Evening Peak
12449,2012-06-07,Summer,1,6,21,0,4,1,Clear,0.62,0.6212,0.41,0.3284,30,283,313,Off-peak/Night
12450,2012-06-07,Summer,1,6,22,0,4,1,Clear,0.6,0.6212,0.46,0.1642,35,193,228,Off-peak/Night
12451,2012-06-07,Summer,1,6,23,0,4,1,Clear,0.56,0.5303,0.52,0.1343,42,135,177,Off-peak/Night
12452,2012-06-08,Summer,1,6,0,0,5,1,Clear,0.56,0.5303,0.56,0.1642,18,59,77,Off-peak/Night
12453,2012-06-08,Summer,1,6,1,0,5,1,Clear,0.56,0.5303,0.56,0.1642,4,25,29,Off-peak/Night
12454,2012-06-08,Summer,1,6,2,0,5,1,Clear,0.56,0.5303,0.56,0.0,2,17,19,Off-peak/Night
12455,2012-06-08,Summer,1,6,3,0,5,1,Clear,0.54,0.5152,0.6,0.0896,0,8,8,Off-peak/Night
12456,2012-06-08,Summer,1,6,4,0,5,1,Clear,0.52,0.5,0.63,0.0,1,9,10,Off-peak/Night
12457,2012-06-08,Summer,1,6,5,0,5,1,Clear,0.5,0.4848,0.72,0.1045,1,28,29,Off-peak/Night
12458,2012-06-08,Summer,1,6,6,0,5,1,Clear,0.52,0.5,0.68,0.0896,8,131,139,Morning Peak
12459,2012-06-08,Summer,1,6,7,0,5,1,Clear,0.52,0.5,0.72,0.1045,19,409,428,Morning Peak
12460,2012-06-08,Summer,1,6,8,0,5,1,Clear,0.58,0.5455,0.6,0.0896,37,663,700,Morning Peak
12461,2012-06-08,Summer,1,6,9,0,5,1,Clear,0.62,0.6212,0.53,0.1642,47,335,382,Morning Peak
12462,2012-06-08,Summer,1,6,10,0,5,1,Clear,0.66,0.6212,0.47,0.2537,62,187,249,Morning Peak
12463,2012-06-08,Summer,1,6,11,0,5,1,Clear,0.7,0.6364,0.42,0.2537,65,199,264,Mid-day
12464,2012-06-08,Summer,1,6,12,0,5,1,Clear,0.72,0.6515,0.39,0.3284,89,280,369,Mid-day
12465,2012-06-08,Summer,1,6,13,0,5,1,Clear,0.74,0.6515,0.37,0.2537,129,287,416,Mid-day
12466,2012-06-08,Summer,1,6,14,0,5,1,Clear,0.76,0.6667,0.31,0.3881,128,245,373,Mid-day
12467,2012-06-08,Summer,1,6,15,0,5,1,Clear,0.76,0.6667,0.29,0.2836,98,299,397,Mid-day
12468,2012-06-08,Summer,1,6,16,0,5,1,Clear,0.76,0.6667,0.29,0.2985,111,412,523,Evening Peak
12469,2012-06-08,Summer,1,6,17,0,5,1,Clear,0.76,0.6667,0.29,0.194,114,679,793,Evening Peak
12470,2012-06-08,Summer,1,6,18,0,5,1,Clear,0.76,0.6667,0.27,0.2239,147,576,723,Evening Peak
12471,2012-06-08,Summer,1,6,19,0,5,1,Clear,0.74,0.6515,0.3,0.2239,95,460,555,Evening Peak
12472,2012-06-08,Summer,1,6,20,0,5,1,Clear,0.72,0.6515,0.32,0.1343,117,291,408,Evening Peak
12473,2012-06-08,Summer,1,6,21,0,5,1,Clear,0.7,0.6364,0.37,0.1343,83,256,339,Off-peak/Night
12474,2012-06-08,Summer,1,6,22,0,5,1,Clear,0.68,0.6364,0.41,0.1045,61,230,291,Off-peak/Night
12475,2012-06-08,Summer,1,6,23,0,5,1,Clear,0.64,0.6212,0.57,0.1642,52,163,215,Off-peak/Night
12476,2012-06-09,Summer,1,6,0,0,6,0,Clear,0.64,0.6212,0.53,0.1045,54,152,206,Off-peak/Night
12477,2012-06-09,Summer,1,6,1,0,6,0,Clear,0.64,0.6212,0.53,0.0896,34,89,123,Off-peak/Night
12478,2012-06-09,Summer,1,6,2,0,6,0,Clear,0.64,0.6212,0.5,0.2239,21,68,89,Off-peak/Night
12479,2012-06-09,Summer,1,6,3,0,6,0,Clear,0.62,0.6212,0.57,0.0,12,28,40,Off-peak/Night
12480,2012-06-09,Summer,1,6,4,0,6,0,Clear,0.62,0.6212,0.57,0.0,2,6,8,Off-peak/Night
12481,2012-06-09,Summer,1,6,5,0,6,0,Clear,0.6,0.6212,0.56,0.1045,4,15,19,Off-peak/Night
12482,2012-06-09,Summer,1,6,6,0,6,0,Clear,0.56,0.5303,0.64,0.1045,17,63,80,Morning Peak
12483,2012-06-09,Summer,1,6,7,0,6,0,Clear,0.58,0.5455,0.64,0.1045,26,61,87,Morning Peak
12484,2012-06-09,Summer,1,6,8,0,6,0,Clear,0.62,0.6061,0.61,0.1045,42,202,244,Morning Peak
12485,2012-06-09,Summer,1,6,9,0,6,0,Clear,0.64,0.6212,0.57,0.1642,99,241,340,Morning Peak
12486,2012-06-09,Summer,1,6,10,0,6,0,Clear,0.7,0.6515,0.51,0.1045,168,298,466,Morning Peak
12487,2012-06-09,Summer,1,6,11,0,6,0,Clear,0.76,0.6667,0.35,0.0,218,351,569,Mid-day
12488,2012-06-09,Summer,1,6,12,0,6,0,Clear,0.8,0.697,0.29,0.2537,196,335,531,Mid-day
12489,2012-06-09,Summer,1,6,13,0,6,0,Clear,0.82,0.697,0.24,0.2836,236,349,585,Mid-day
12490,2012-06-09,Summer,1,6,14,0,6,0,Clear,0.82,0.697,0.23,0.194,239,354,593,Mid-day
12491,2012-06-09,Summer,1,6,15,0,6,0,Clear,0.84,0.7121,0.2,0.2985,218,337,555,Mid-day
